Run	Success	Running_avg
156	0	0.000000
157	0	0.000000
158	0	0.000000
159	0	0.000000
160	0	0.000000
161	0	0.000000
162	0	0.000000
163	0	0.000000
164	0	0.000000
165	0	0.000000
166	0	0.000000
167	0	0.000000
168	0	0.000000
169	0	0.000000
170	0	0.000000
171	0	0.000000
172	0	0.000000
173	0	0.000000
174	0	0.000000
175	0	0.000000
176	0	0.000000
177	0	0.000000
178	0	0.000000
179	0	0.000000
180	0	0.000000
181	0	0.000000
182	0	0.000000
183	0	0.000000
184	0	0.000000
185	0	0.000000
186	0	0.000000
187	0	0.000000
188	0	0.000000
189	0	0.000000
190	0	0.000000
191	0	0.000000
192	0	0.000000
193	0	0.000000
194	0	0.000000
195	0	0.000000
196	0	0.000000
197	0	0.000000
198	0	0.000000
199	0	0.000000
200	0	0.000000
201	0	0.000000
202	0	0.000000
203	0	0.000000
204	0	0.000000
205	0	0.000000
206	0	0.000000
207	0	0.000000
208	0	0.000000
209	0	0.000000
210	0	0.000000
211	0	0.000000
212	0	0.000000
213	0	0.000000
214	0	0.000000
215	0	0.000000
216	0	0.000000
217	0	0.000000
218	0	0.000000
219	0	0.000000
220	0	0.000000
221	0	0.000000
222	0	0.000000
223	0	0.000000
224	0	0.000000
225	0	0.000000
226	0	0.000000
227	0	0.000000
228	0	0.000000
229	0	0.000000
230	0	0.000000
231	0	0.000000
232	0	0.000000
233	0	0.000000
234	0	0.000000
235	0	0.000000
236	0	0.000000
237	0	0.000000
238	0	0.000000
239	0	0.000000
240	0	0.000000
241	0	0.000000
242	0	0.000000
243	0	0.000000
244	0	0.000000
245	0	0.000000
246	0	0.000000
247	0	0.000000
248	0	0.000000
249	0	0.000000
250	0	0.000000
251	0	0.000000
252	0	0.000000
253	0	0.000000
254	0	0.000000
255	0	0.000000
256	0	0.000000
257	0	0.000000
258	0	0.000000
259	0	0.000000
260	0	0.000000
261	0	0.000000
262	0	0.000000
263	0	0.000000
264	0	0.000000
265	0	0.000000
266	0	0.000000
267	0	0.000000
268	0	0.000000
269	0	0.000000
270	0	0.000000
271	0	0.000000
272	0	0.000000
273	0	0.000000
274	0	0.000000
275	0	0.000000
276	0	0.000000
277	0	0.000000
278	0	0.000000
279	0	0.000000
280	0	0.000000
281	0	0.000000
282	0	0.000000
283	0	0.000000
284	0	0.000000
285	0	0.000000
286	0	0.000000
287	0	0.000000
288	0	0.000000
289	0	0.000000
290	0	0.000000
291	0	0.000000
292	0	0.000000
293	0	0.000000
294	0	0.000000
295	0	0.000000
296	0	0.000000
297	0	0.000000
298	0	0.000000
299	0	0.000000
300	0	0.000000
301	0	0.000000
302	0	0.000000
303	0	0.000000
304	0	0.000000
305	0	0.000000
306	0	0.000000
307	0	0.000000
308	0	0.000000
309	0	0.000000
310	0	0.000000
311	0	0.000000
312	0	0.000000
313	0	0.000000
314	0	0.000000
315	0	0.000000
316	0	0.000000
317	0	0.000000
318	0	0.000000
319	0	0.000000
320	0	0.000000
321	0	0.000000
322	0	0.000000
323	0	0.000000
324	0	0.000000
325	0	0.000000
326	0	0.000000
327	0	0.000000
328	0	0.000000
329	0	0.000000
330	0	0.000000
331	0	0.000000
332	0	0.000000
333	0	0.000000
334	0	0.000000
335	0	0.000000
336	0	0.000000
337	0	0.000000
338	0	0.000000
339	0	0.000000
340	0	0.000000
341	0	0.000000
342	0	0.000000
343	0	0.000000
344	0	0.000000
345	0	0.000000
346	0	0.000000
347	0	0.000000
348	0	0.000000
349	0	0.000000
350	0	0.000000
351	0	0.000000
352	0	0.000000
353	0	0.000000
354	0	0.000000
355	0	0.000000
356	0	0.000000
357	0	0.000000
358	0	0.000000
359	0	0.000000
360	0	0.000000
361	0	0.000000
362	0	0.000000
363	0	0.000000
364	0	0.000000
365	0	0.000000
366	0	0.000000
367	0	0.000000
368	0	0.000000
369	0	0.000000
370	0	0.000000
371	0	0.000000
372	0	0.000000
373	0	0.000000
374	0	0.000000
375	0	0.000000
376	0	0.000000
377	0	0.000000
378	0	0.000000
379	0	0.000000
380	0	0.000000
381	0	0.000000
382	0	0.000000
383	0	0.000000
384	0	0.000000
385	0	0.000000
386	0	0.000000
387	0	0.000000
388	0	0.000000
389	0	0.000000
390	0	0.000000
391	0	0.000000
392	0	0.000000
393	0	0.000000
394	0	0.000000
395	0	0.000000
396	0	0.000000
397	0	0.000000
398	0	0.000000
399	0	0.000000
400	0	0.000000
401	0	0.000000
402	0	0.000000
403	0	0.000000
404	0	0.000000
405	0	0.000000
406	0	0.000000
407	0	0.000000
408	0	0.000000
409	0	0.000000
410	0	0.000000
411	0	0.000000
412	0	0.000000
413	0	0.000000
414	0	0.000000
415	0	0.000000
416	0	0.000000
417	0	0.000000
418	0	0.000000
419	0	0.000000
420	0	0.000000
421	0	0.000000
422	0	0.000000
423	0	0.000000
424	0	0.000000
425	0	0.000000
426	0	0.000000
427	0	0.000000
428	0	0.000000
429	0	0.000000
430	0	0.000000
431	0	0.000000
432	0	0.000000
433	0	0.000000
434	0	0.000000
435	0	0.000000
436	0	0.000000
437	0	0.000000
438	0	0.000000
439	0	0.000000
440	0	0.000000
441	0	0.000000
442	0	0.000000
443	0	0.000000
444	0	0.000000
445	0	0.000000
446	0	0.000000
447	0	0.000000
448	0	0.000000
449	0	0.000000
450	0	0.000000
451	0	0.000000
452	0	0.000000
453	0	0.000000
454	0	0.000000
455	0	0.000000
456	0	0.000000
457	0	0.000000
458	0	0.000000
459	0	0.000000
460	0	0.000000
461	0	0.000000
462	0	0.000000
463	0	0.000000
464	0	0.000000
465	0	0.000000
466	0	0.000000
467	0	0.000000
468	0	0.000000
469	0	0.000000
470	0	0.000000
471	0	0.000000
472	0	0.000000
473	0	0.000000
474	0	0.000000
475	0	0.000000
476	0	0.000000
477	0	0.000000
478	0	0.000000
479	0	0.000000
480	0	0.000000
481	0	0.000000
482	0	0.000000
483	0	0.000000
484	0	0.000000
485	0	0.000000
486	0	0.000000
487	0	0.000000
488	0	0.000000
489	0	0.000000
490	0	0.000000
491	0	0.000000
492	0	0.000000
493	0	0.000000
494	0	0.000000
495	0	0.000000
496	0	0.000000
497	0	0.000000
498	0	0.000000
499	0	0.000000
500	0	0.000000
501	0	0.000000
502	0	0.000000
503	0	0.000000
504	0	0.000000
505	0	0.000000
506	0	0.000000
507	0	0.000000
508	0	0.000000
509	0	0.000000
510	0	0.000000
511	0	0.000000
512	0	0.000000
513	0	0.000000
514	0	0.000000
515	0	0.000000
516	0	0.000000
517	0	0.000000
518	0	0.000000
519	1	0.001923
520	1	0.001919
521	1	0.001916
522	1	0.001912
523	1	0.001908
524	1	0.001905
525	1	0.001901
526	1	0.001898
527	1	0.001894
528	1	0.001890
529	1	0.001887
530	1	0.001883
531	1	0.001880
532	1	0.001876
533	1	0.001873
534	1	0.001869
535	1	0.001866
536	1	0.001862
537	1	0.001859
538	1	0.001855
539	1	0.001852
540	1	0.001848
541	1	0.001845
542	1	0.001842
543	1	0.001838
544	1	0.001835
545	1	0.001832
546	1	0.001828
547	1	0.001825
548	1	0.001821
549	1	0.001818
550	1	0.001815
551	1	0.001812
552	1	0.001808
553	1	0.001805
554	1	0.001802
555	1	0.001799
556	1	0.001795
557	1	0.001792
558	1	0.001789
559	1	0.001786
560	1	0.001783
561	1	0.001779
562	1	0.001776
563	1	0.001773
564	1	0.001770
565	1	0.001767
566	1	0.001764
567	1	0.001761
568	1	0.001757
569	1	0.001754
570	1	0.001751
571	1	0.001748
572	1	0.001745
573	1	0.001742
574	1	0.001739
575	1	0.001736
576	1	0.001733
577	1	0.001730
578	1	0.001727
579	1	0.001724
580	1	0.001721
581	1	0.001718
582	1	0.001715
583	1	0.001712
584	1	0.001709
585	1	0.001706
586	1	0.001704
587	1	0.001701
588	1	0.001698
589	1	0.001695
590	1	0.001692
591	1	0.001689
592	1	0.001686
593	1	0.001684
594	1	0.001681
595	1	0.001678
596	1	0.001675
597	1	0.001672
598	1	0.001669
599	1	0.001667
600	1	0.001664
601	1	0.001661
602	1	0.001658
603	1	0.001656
604	1	0.001653
605	1	0.001650
606	1	0.001647
607	1	0.001645
608	1	0.001642
609	1	0.001639
610	1	0.001637
611	1	0.001634
612	1	0.001631
613	1	0.001629
614	1	0.001626
615	1	0.001623
616	1	0.001621
617	1	0.001618
618	1	0.001616
619	1	0.001613
620	1	0.001610
621	1	0.001608
622	1	0.001605
623	1	0.001603
624	1	0.001600
625	1	0.001597
626	1	0.001595
627	1	0.001592
628	1	0.001590
629	1	0.001587
630	1	0.001585
631	1	0.001582
632	1	0.001580
633	1	0.001577
634	1	0.001575
635	1	0.001572
636	1	0.001570
637	1	0.001567
638	1	0.001565
639	1	0.001563
640	1	0.001560
641	1	0.001558
642	1	0.001555
643	1	0.001553
644	1	0.001550
645	1	0.001548
646	1	0.001546
647	1	0.001543
648	1	0.001541
649	1	0.001538
650	1	0.001536
651	1	0.001534
652	1	0.001531
653	1	0.001529
654	1	0.001527
655	1	0.001524
656	1	0.001522
657	1	0.001520
658	1	0.001517
659	1	0.001515
660	1	0.001513
661	1	0.001511
662	1	0.001508
663	1	0.001506
664	1	0.001504
665	1	0.001502
666	1	0.001499
667	1	0.001497
668	1	0.001495
669	1	0.001493
670	1	0.001490
671	1	0.001488
672	1	0.001486
673	1	0.001484
674	1	0.001481
675	1	0.001479
676	1	0.001477
677	1	0.001475
678	1	0.001473
679	1	0.001471
680	1	0.001468
681	1	0.001466
682	1	0.001464
683	1	0.001462
684	1	0.001460
685	1	0.001458
686	1	0.001456
687	1	0.001453
688	1	0.001451
689	1	0.001449
690	1	0.001447
691	1	0.001445
692	1	0.001443
693	1	0.001441
694	1	0.001439
695	1	0.001437
696	1	0.001435
697	1	0.001433
698	1	0.001431
699	1	0.001429
700	1	0.001427
701	1	0.001425
702	1	0.001422
703	1	0.001420
704	1	0.001418
705	1	0.001416
706	1	0.001414
707	1	0.001412
708	1	0.001410
709	1	0.001408
710	1	0.001406
711	1	0.001404
712	1	0.001403
713	1	0.001401
714	1	0.001399
715	1	0.001397
716	1	0.001395
717	1	0.001393
718	1	0.001391
719	1	0.001389
720	1	0.001387
721	1	0.001385
722	1	0.001383
723	1	0.001381
724	1	0.001379
725	1	0.001377
726	1	0.001376
727	1	0.001374
728	1	0.001372
729	1	0.001370
730	1	0.001368
731	1	0.001366
732	1	0.001364
733	1	0.001362
734	1	0.001361
735	1	0.001359
736	1	0.001357
737	1	0.001355
738	1	0.001353
739	1	0.001351
740	1	0.001350
741	1	0.001348
742	1	0.001346
743	1	0.001344
744	1	0.001342
745	1	0.001340
746	1	0.001339
747	1	0.001337
748	1	0.001335
749	1	0.001333
750	1	0.001332
751	1	0.001330
752	1	0.001328
753	1	0.001326
754	1	0.001325
755	1	0.001323
756	1	0.001321
757	1	0.001319
758	1	0.001318
759	1	0.001316
760	1	0.001314
761	1	0.001312
762	1	0.001311
763	1	0.001309
764	1	0.001307
765	1	0.001305
766	1	0.001304
767	1	0.001302
768	1	0.001300
769	1	0.001299
770	1	0.001297
771	1	0.001295
772	1	0.001294
773	1	0.001292
774	1	0.001290
775	1	0.001289
776	1	0.001287
777	1	0.001285
778	1	0.001284
779	1	0.001282
780	1	0.001280
781	1	0.001279
782	1	0.001277
783	1	0.001276
784	1	0.001274
785	1	0.001272
786	1	0.001271
787	1	0.001269
788	1	0.001267
789	1	0.001266
790	1	0.001264
791	1	0.001263
792	1	0.001261
793	1	0.001259
794	1	0.001258
795	1	0.001256
796	1	0.001255
797	1	0.001253
798	1	0.001252
799	1	0.001250
800	1	0.001248
801	1	0.001247
802	1	0.001245
803	1	0.001244
804	1	0.001242
805	1	0.001241
806	1	0.001239
807	1	0.001238
808	1	0.001236
809	1	0.001235
810	1	0.001233
811	1	0.001232
812	1	0.001230
813	1	0.001229
814	1	0.001227
815	1	0.001225
816	1	0.001224
817	1	0.001222
818	1	0.001221
819	1	0.001220
820	1	0.001218
821	1	0.001217
822	1	0.001215
823	1	0.001214
824	1	0.001212
825	1	0.001211
826	1	0.001209
827	1	0.001208
828	1	0.001206
829	1	0.001205
830	1	0.001203
831	1	0.001202
832	1	0.001200
833	1	0.001199
834	1	0.001198
835	1	0.001196
836	1	0.001195
837	1	0.001193
838	1	0.001192
839	1	0.001190
840	1	0.001189
841	1	0.001188
842	1	0.001186
843	1	0.001185
844	1	0.001183
845	1	0.001182
846	1	0.001181
847	1	0.001179
848	1	0.001178
849	1	0.001176
850	1	0.001175
851	1	0.001174
852	1	0.001172
853	1	0.001171
854	1	0.001170
855	1	0.001168
856	1	0.001167
857	1	0.001166
858	1	0.001164
859	1	0.001163
860	1	0.001161
861	1	0.001160
862	1	0.001159
863	1	0.001157
864	1	0.001156
865	1	0.001155
866	1	0.001153
867	1	0.001152
868	1	0.001151
869	1	0.001149
870	1	0.001148
871	1	0.001147
872	1	0.001145
873	1	0.001144
874	1	0.001143
875	1	0.001142
876	1	0.001140
877	1	0.001139
878	1	0.001138
879	1	0.001136
880	1	0.001135
881	1	0.001134
882	1	0.001133
883	1	0.001131
884	1	0.001130
885	1	0.001129
886	1	0.001127
887	1	0.001126
888	1	0.001125
889	1	0.001124
890	1	0.001122
891	1	0.001121
892	1	0.001120
893	1	0.001119
894	1	0.001117
895	1	0.001116
896	1	0.001115
897	1	0.001114
898	1	0.001112
899	1	0.001111
900	1	0.001110
901	1	0.001109
902	1	0.001107
903	1	0.001106
904	1	0.001105
905	1	0.001104
906	1	0.001103
907	1	0.001101
908	1	0.001100
909	1	0.001099
910	1	0.001098
911	1	0.001096
912	1	0.001095
913	1	0.001094
914	1	0.001093
915	2	0.002183
916	2	0.002181
917	2	0.002179
918	2	0.002176
919	2	0.002174
920	2	0.002172
921	2	0.002169
922	2	0.002167
923	2	0.002165
924	2	0.002162
925	2	0.002160
926	2	0.002157
927	2	0.002155
928	2	0.002153
929	2	0.002151
930	2	0.002148
931	2	0.002146
932	2	0.002144
933	2	0.002141
934	2	0.002139
935	2	0.002137
936	2	0.002134
937	2	0.002132
938	2	0.002130
939	2	0.002128
940	2	0.002125
941	2	0.002123
942	2	0.002121
943	2	0.002119
944	2	0.002116
945	2	0.002114
946	2	0.002112
947	2	0.002110
948	2	0.002107
949	2	0.002105
950	2	0.002103
951	2	0.002101
952	2	0.002099
953	2	0.002096
954	2	0.002094
955	2	0.002092
956	2	0.002090
957	2	0.002088
958	2	0.002086
959	2	0.002083
960	2	0.002081
961	2	0.002079
962	2	0.002077
963	2	0.002075
964	2	0.002073
965	2	0.002070
966	2	0.002068
967	2	0.002066
968	2	0.002064
969	2	0.002062
970	2	0.002060
971	2	0.002058
972	2	0.002055
973	2	0.002053
974	2	0.002051
975	2	0.002049
976	2	0.002047
977	2	0.002045
978	2	0.002043
979	2	0.002041
980	2	0.002039
981	2	0.002037
982	2	0.002035
983	2	0.002033
984	2	0.002030
985	2	0.002028
986	2	0.002026
987	2	0.002024
988	2	0.002022
989	2	0.002020
990	2	0.002018
991	2	0.002016
992	2	0.002014
993	2	0.002012
994	2	0.002010
995	2	0.002008
996	2	0.002006
997	2	0.002004
998	2	0.002002
999	2	0.002000
1000	2	0.001998
1001	2	0.001996
1002	2	0.001994
1003	2	0.001992
1004	2	0.001990
1005	2	0.001988
1006	2	0.001986
1007	2	0.001984
1008	2	0.001982
1009	2	0.001980
1010	2	0.001978
1011	2	0.001976
1012	2	0.001974
1013	2	0.001972
1014	2	0.001970
1015	2	0.001969
1016	2	0.001967
1017	2	0.001965
1018	2	0.001963
1019	2	0.001961
1020	2	0.001959
1021	2	0.001957
1022	2	0.001955
1023	2	0.001953
1024	2	0.001951
1025	2	0.001949
1026	2	0.001947
1027	2	0.001946
1028	2	0.001944
1029	2	0.001942
1030	2	0.001940
1031	2	0.001938
1032	2	0.001936
1033	2	0.001934
1034	2	0.001932
1035	2	0.001931
1036	2	0.001929
1037	2	0.001927
1038	2	0.001925
1039	2	0.001923
1040	2	0.001921
1041	2	0.001919
1042	2	0.001918
1043	2	0.001916
1044	2	0.001914
1045	2	0.001912
1046	2	0.001910
1047	2	0.001908
1048	2	0.001907
1049	2	0.001905
1050	2	0.001903
1051	2	0.001901
1052	2	0.001899
1053	2	0.001898
1054	2	0.001896
1055	2	0.001894
1056	2	0.001892
1057	2	0.001890
1058	2	0.001889
1059	2	0.001887
1060	2	0.001885
1061	2	0.001883
1062	2	0.001881
1063	2	0.001880
1064	2	0.001878
1065	2	0.001876
1066	2	0.001874
1067	2	0.001873
1068	2	0.001871
1069	2	0.001869
1070	2	0.001867
1071	2	0.001866
1072	2	0.001864
1073	2	0.001862
1074	2	0.001860
1075	2	0.001859
1076	2	0.001857
1077	2	0.001855
1078	2	0.001854
1079	2	0.001852
1080	2	0.001850
1081	2	0.001848
1082	2	0.001847
1083	2	0.001845
1084	2	0.001843
1085	2	0.001842
1086	2	0.001840
1087	2	0.001838
1088	2	0.001837
1089	2	0.001835
1090	2	0.001833
1091	2	0.001832
1092	2	0.001830
1093	2	0.001828
1094	2	0.001826
1095	2	0.001825
1096	2	0.001823
1097	2	0.001821
1098	2	0.001820
1099	2	0.001818
1100	2	0.001817
1101	2	0.001815
1102	2	0.001813
1103	2	0.001812
1104	2	0.001810
1105	2	0.001808
1106	2	0.001807
1107	2	0.001805
1108	2	0.001803
1109	2	0.001802
1110	2	0.001800
1111	2	0.001799
1112	2	0.001797
1113	2	0.001795
1114	2	0.001794
1115	2	0.001792
1116	2	0.001791
1117	2	0.001789
1118	2	0.001787
1119	2	0.001786
1120	2	0.001784
1121	2	0.001783
1122	2	0.001781
1123	2	0.001779
1124	2	0.001778
1125	2	0.001776
1126	2	0.001775
1127	2	0.001773
1128	2	0.001771
1129	2	0.001770
1130	2	0.001768
1131	2	0.001767
1132	2	0.001765
1133	2	0.001764
1134	2	0.001762
1135	2	0.001761
1136	2	0.001759
1137	2	0.001757
1138	2	0.001756
1139	2	0.001754
1140	2	0.001753
1141	2	0.001751
1142	2	0.001750
1143	2	0.001748
1144	2	0.001747
1145	2	0.001745
1146	2	0.001744
1147	2	0.001742
1148	2	0.001741
1149	2	0.001739
1150	2	0.001738
1151	2	0.001736
1152	2	0.001735
1153	2	0.001733
1154	2	0.001732
1155	2	0.001730
1156	2	0.001729
1157	2	0.001727
1158	2	0.001726
1159	2	0.001724
1160	2	0.001723
1161	2	0.001721
1162	2	0.001720
1163	2	0.001718
1164	2	0.001717
1165	2	0.001715
1166	2	0.001714
1167	2	0.001712
1168	2	0.001711
1169	2	0.001709
1170	2	0.001708
1171	2	0.001706
1172	2	0.001705
1173	2	0.001704
1174	2	0.001702
1175	2	0.001701
1176	2	0.001699
1177	2	0.001698
1178	2	0.001696
1179	2	0.001695
1180	2	0.001693
1181	2	0.001692
1182	2	0.001691
1183	2	0.001689
1184	2	0.001688
1185	2	0.001686
1186	2	0.001685
1187	2	0.001684
1188	2	0.001682
1189	2	0.001681
1190	2	0.001679
1191	2	0.001678
1192	2	0.001676
1193	2	0.001675
1194	2	0.001674
1195	2	0.001672
1196	2	0.001671
1197	2	0.001669
1198	2	0.001668
1199	2	0.001667
1200	2	0.001665
1201	2	0.001664
1202	2	0.001663
1203	2	0.001661
1204	2	0.001660
1205	2	0.001658
1206	2	0.001657
1207	2	0.001656
1208	2	0.001654
1209	2	0.001653
1210	2	0.001652
1211	2	0.001650
1212	2	0.001649
1213	2	0.001647
1214	2	0.001646
1215	2	0.001645
1216	2	0.001643
1217	2	0.001642
1218	2	0.001641
1219	2	0.001639
1220	2	0.001638
1221	2	0.001637
1222	2	0.001635
1223	2	0.001634
1224	2	0.001633
1225	2	0.001631
1226	2	0.001630
1227	2	0.001629
1228	2	0.001627
1229	2	0.001626
1230	2	0.001625
1231	2	0.001623
1232	2	0.001622
1233	2	0.001621
1234	2	0.001619
1235	2	0.001618
1236	2	0.001617
1237	2	0.001616
1238	2	0.001614
1239	2	0.001613
1240	2	0.001612
1241	2	0.001610
1242	2	0.001609
1243	2	0.001608
1244	2	0.001606
1245	2	0.001605
1246	2	0.001604
1247	2	0.001603
1248	2	0.001601
1249	2	0.001600
1250	2	0.001599
1251	2	0.001597
1252	2	0.001596
1253	2	0.001595
1254	2	0.001594
1255	2	0.001592
1256	2	0.001591
1257	2	0.001590
1258	2	0.001589
1259	2	0.001587
1260	2	0.001586
1261	2	0.001585
1262	2	0.001584
1263	2	0.001582
1264	2	0.001581
1265	2	0.001580
1266	2	0.001579
1267	2	0.001577
1268	2	0.001576
1269	2	0.001575
1270	2	0.001574
1271	2	0.001572
1272	2	0.001571
1273	2	0.001570
1274	2	0.001569
1275	2	0.001567
1276	2	0.001566
1277	2	0.001565
1278	2	0.001564
1279	2	0.001563
1280	2	0.001561
1281	2	0.001560
1282	2	0.001559
1283	2	0.001558
1284	2	0.001556
1285	2	0.001555
1286	2	0.001554
1287	2	0.001553
1288	2	0.001552
1289	2	0.001550
1290	2	0.001549
1291	2	0.001548
1292	2	0.001547
1293	2	0.001546
1294	2	0.001544
1295	2	0.001543
1296	2	0.001542
1297	2	0.001541
1298	2	0.001540
1299	2	0.001538
1300	2	0.001537
1301	2	0.001536
1302	2	0.001535
1303	2	0.001534
1304	2	0.001533
1305	2	0.001531
1306	2	0.001530
1307	2	0.001529
1308	2	0.001528
1309	2	0.001527
1310	2	0.001526
1311	2	0.001524
1312	2	0.001523
1313	2	0.001522
1314	2	0.001521
1315	2	0.001520
1316	2	0.001519
1317	2	0.001517
1318	2	0.001516
1319	2	0.001515
1320	2	0.001514
1321	2	0.001513
1322	2	0.001512
1323	2	0.001511
1324	2	0.001509
1325	2	0.001508
1326	2	0.001507
1327	2	0.001506
1328	2	0.001505
1329	2	0.001504
1330	2	0.001503
1331	2	0.001502
1332	2	0.001500
1333	2	0.001499
1334	2	0.001498
1335	2	0.001497
1336	2	0.001496
1337	2	0.001495
1338	2	0.001494
1339	2	0.001493
1340	2	0.001491
1341	2	0.001490
1342	2	0.001489
1343	2	0.001488
1344	2	0.001487
1345	2	0.001486
1346	2	0.001485
1347	2	0.001484
1348	2	0.001483
1349	2	0.001481
1350	2	0.001480
1351	2	0.001479
1352	2	0.001478
1353	2	0.001477
1354	2	0.001476
1355	2	0.001475
1356	2	0.001474
1357	2	0.001473
1358	2	0.001472
1359	2	0.001471
1360	2	0.001470
1361	2	0.001468
1362	2	0.001467
1363	2	0.001466
1364	2	0.001465
1365	2	0.001464
1366	2	0.001463
1367	2	0.001462
1368	2	0.001461
1369	2	0.001460
1370	2	0.001459
1371	2	0.001458
1372	2	0.001457
1373	2	0.001456
1374	2	0.001455
1375	2	0.001453
1376	2	0.001452
1377	2	0.001451
1378	2	0.001450
1379	2	0.001449
1380	2	0.001448
1381	2	0.001447
1382	2	0.001446
1383	2	0.001445
1384	2	0.001444
1385	2	0.001443
1386	2	0.001442
1387	2	0.001441
1388	2	0.001440
1389	2	0.001439
1390	2	0.001438
1391	2	0.001437
1392	2	0.001436
1393	2	0.001435
1394	2	0.001434
1395	2	0.001433
1396	2	0.001432
1397	2	0.001431
1398	2	0.001430
1399	2	0.001429
1400	2	0.001428
1401	2	0.001427
1402	2	0.001426
1403	2	0.001425
1404	2	0.001423
1405	2	0.001422
1406	2	0.001421
1407	2	0.001420
1408	2	0.001419
1409	2	0.001418
1410	2	0.001417
1411	2	0.001416
1412	2	0.001415
1413	2	0.001414
1414	2	0.001413
1415	2	0.001412
1416	2	0.001411
1417	2	0.001410
1418	2	0.001409
1419	2	0.001408
1420	2	0.001407
1421	2	0.001406
1422	2	0.001405
1423	2	0.001404
1424	2	0.001404
1425	2	0.001403
1426	2	0.001402
1427	2	0.001401
1428	2	0.001400
1429	2	0.001399
1430	2	0.001398
1431	2	0.001397
1432	2	0.001396
1433	2	0.001395
1434	2	0.001394
1435	2	0.001393
1436	2	0.001392
1437	2	0.001391
1438	2	0.001390
1439	2	0.001389
1440	2	0.001388
1441	2	0.001387
1442	2	0.001386
1443	2	0.001385
1444	2	0.001384
1445	2	0.001383
1446	2	0.001382
1447	2	0.001381
1448	2	0.001380
1449	2	0.001379
1450	2	0.001378
1451	2	0.001377
1452	2	0.001376
1453	2	0.001376
1454	2	0.001375
1455	2	0.001374
1456	2	0.001373
1457	2	0.001372
1458	2	0.001371
1459	2	0.001370
1460	2	0.001369
1461	2	0.001368
1462	2	0.001367
1463	2	0.001366
1464	2	0.001365
1465	2	0.001364
1466	2	0.001363
1467	2	0.001362
1468	2	0.001361
1469	2	0.001361
1470	2	0.001360
1471	2	0.001359
1472	2	0.001358
1473	2	0.001357
1474	2	0.001356
1475	2	0.001355
1476	2	0.001354
1477	2	0.001353
1478	2	0.001352
1479	2	0.001351
1480	2	0.001350
1481	2	0.001350
1482	2	0.001349
1483	2	0.001348
1484	2	0.001347
1485	2	0.001346
1486	2	0.001345
1487	2	0.001344
1488	2	0.001343
1489	2	0.001342
1490	2	0.001341
1491	2	0.001340
1492	2	0.001340
1493	2	0.001339
1494	2	0.001338
1495	2	0.001337
1496	2	0.001336
